Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,link,Latitud,Longitud
NEUQUEN,Confluencia,Vista Alegre Norte,895,SI,--,--,SI,--,SI,SI,SI,SI,58035130.0,-38.7277123127679,-68.1721438862367
NEUQUEN,Confluencia,Vista Alegre Sur,1513,SI,--,--,SI,SI,--,SI,--,--,58035140.0,-38.7715537254998,-68.1369187198489
MENDOZA,Luján de Cuyo,Luján de Cuyo,82615,SI,SI,SI,SI,SI,SI,SI,SI,SI,50063090.0,-33.0328665626243,-68.8912066261393
MENDOZA,Luján de Cuyo,MAYOR DRUMMOND,0,--,--,--,SI,--,SI,--,SI,SI,50063060.0,-33.0038391611615,-68.8612966964436
MENDOZA,Luján de Cuyo,Perdriel,8531,SI,--,SI,SI,--,SI,SI,SI,--,50063100.0,-33.0690096392441,-68.8986010698045
MENDOZA,Luján de Cuyo,Piedras Blancas,0,--,--,--,--,--,--,--,--,--,50063050.0,-33.0198804741995,-69.3030036808918
MENDOZA,Luján de Cuyo,Potrerillos,292,--,--,--,SI,SI,SI,SI,SI,SI,50063110.0,-32.945486814506,-69.2086449063504
MENDOZA,Luján de Cuyo,Ugarteche,4561,--,--,--,SI,--,SI,SI,SI,SI,50063120.0,-33.2109451573216,-68.8972088041994
MENDOZA,Luján de Cuyo,Valle Del Sol,0,--,--,--,--,--,--,--,--,--,50063050.0,-33.0174255607471,-69.2972914626044
MENDOZA,Luján de Cuyo,Villa El Refugio,0,--,--,--,--,--,--,--,--,--,50063050.0,-32.9975296309707,-69.317680250878
MENDOZA,Luján de Cuyo,VISTALBA,0,--,--,--,SI,--,SI,--,SI,SI,50063060.0,-33.0237918976098,-68.9247432402669
MENDOZA,Maipú,Barrancas,194,--,--,--,--,--,SI,SI,SI,SI,50070010.0,-33.0833355400244,-68.7343792557021
MENDOZA,Maipú,Barrio Jesús de Nazaret,399,--,--,--,--,--,SI,--,--,--,50070020.0,-33.0103244179699,-68.7265920537237
MENDOZA,Maipú,COQUIMBITO,0,--,--,--,SI,--,--,--,SI,SI,50070090.0,-32.9792545593489,-68.8089838444183
MENDOZA,Maipú,Cruz de Piedra,1536,--,--,--,SI,--,SI,SI,SI,SI,50070030.0,-33.0293391100097,-68.7922412248266
MENDOZA,Maipú,El Pedregal,232,--,--,--,--,--,SI,--,--,--,50070040.0,-32.8558805014704,-68.6544793531012
NEUQUEN,Collón Curá,Piedra del Águila,3669,--,--,SI,--,SI,--,SI,SI,SI,58028010.0,-40.0465538638606,-70.077319578901
NEUQUEN,Collón Curá,Santo Tomás,219,--,--,--,--,SI,--,SI,--,--,58028020.0,-39.8218007278609,-70.1028884849476
NEUQUEN,Confluencia,11 de Octubre,236,SI,--,--,SI,--,--,SI,SI,SI,58035080.0,-38.878684024658,-68.1001707201744
NEUQUEN,Confluencia,Arroyito,90,--,--,--,--,--,SI,--,SI,SI,58035010.0,-39.0743997961308,-68.5703350642529
NEUQUEN,Confluencia,Barrio Ruca Luhé,110,--,--,--,SI,--,--,SI,--,--,58035020.0,-38.7543907123239,-68.1803399743279
NEUQUEN,Confluencia,Centenario,32928,SI,SI,--,SI,SI,SI,SI,SI,SI,58035030.0,-38.8275777081112,-68.1532191639297
NEUQUEN,Confluencia,Cutral Có,35465,SI,--,SI,SI,SI,SI,--,SI,SI,58035040.0,-38.9366016135518,-69.2413390332884
NEUQUEN,Confluencia,El Chocón,426,--,--,--,--,SI,SI,--,--,--,58035050.0,-39.2589786425295,-68.8268723660918
NEUQUEN,Confluencia,Mari Menuco,82,--,--,--,--,--,SI,--,SI,SI,58035060.0,-38.5383043330689,-68.557547832041
NEUQUEN,Huiliches,Junín de los Andes,12621,SI,SI,SI,SI,SI,SI,SI,SI,SI,58049010.0,-39.9494720138355,-71.0703335609136
MENDOZA,Guaymallén,BERMEJO,0,--,--,--,SI,--,--,--,SI,SI,50028030.0,-32.8674494392665,-68.8015983577909
MENDOZA,Guaymallén,BUENA NUEVA,0,--,--,--,SI,SI,--,--,SI,SI,50028030.0,-32.887610360379,-68.7797113648865
MENDOZA,Guaymallén,Capilla Del Rosario,0,--,--,--,SI,--,--,--,SI,SI,50028050.0,-32.9057059086968,-68.7753107154796
MENDOZA,Guaymallén,COLONIA SEGOVIA,0,--,--,--,--,--,--,--,SI,SI,50028020.0,-32.8445720739406,-68.7264015008637
MENDOZA,Guaymallén,Colonia Segovia,4271,--,--,--,SI,--,SI,--,SI,SI,50028020.0,-32.8445720739406,-68.7264015008637
MENDOZA,Guaymallén,DORREGO,0,--,--,--,SI,--,--,--,SI,SI,50028030.0,-32.9079284079055,-68.8402487586896
MENDOZA,Guaymallén,EL SAUCE,0,--,--,--,SI,--,--,--,SI,SI,50028030.0,-32.866493937014,-68.7583334039687
MENDOZA,Guaymallén,GENERAL BELGRANO,0,--,--,--,--,--,--,--,SI,SI,50028030.0,-32.8819026438146,-68.8087568548896
MENDOZA,Guaymallén,Guaymallén,252618,SI,SI,SI,SI,--,SI,SI,SI,SI,50028020.0,-32.8925289639529,-68.820068537927
MENDOZA,Guaymallén,JESUS NAZARENO,0,--,--,--,SI,--,--,--,SI,SI,50028050.0,-32.9208013873904,-68.7868066982545
MENDOZA,Guaymallén,KILOMETRO 11 (GUAYMALLEN),0,--,--,--,--,--,--,--,--,--,50028020.0,-32.9207614727554,-68.7071185835279
MENDOZA,Guaymallén,La Primavera,189067,--,--,--,--,--,SI,--,--,--,50028030.0,-32.9212115151732,-68.6797682708562
MENDOZA,Guaymallén,LAS CAÑAS,0,--,--,--,SI,--,--,--,SI,SI,50028050.0,-32.9057702142765,-68.8263412149075
MENDOZA,Guaymallén,Los Corralitos,942,SI,--,SI,--,SI,SI,SI,SI,SI,50028040.0,-32.8978664693342,-68.7059893326547
MENDOZA,Las Heras,Panquehua,0,--,--,--,SI,--,--,--,SI,SI,50049040.0,-32.8349236425418,-68.8451652007894
MENDOZA,Las Heras,Papagayos,0,--,--,--,--,SI,--,--,SI,SI,50049040.0,-32.8219,-68.8964
MENDOZA,Las Heras,Polvaredas,128,--,--,--,--,--,--,--,--,--,50049080.0,-32.8190384814445,-69.7097346552796
MENDOZA,Las Heras,Puente del Inca,126,--,--,--,--,SI,--,--,SI,SI,50049090.0,-32.8198835580194,-69.9250020499226
MENDOZA,Las Heras,Punta de Vacas,18,--,--,--,--,--,--,--,--,--,50049100.0,-32.8488063589156,-69.7763007026825
MENDOZA,Las Heras,Sierras De Encalada,0,--,--,--,--,--,--,--,SI,SI,50049040.0,-32.9869460291704,-68.9485091767272
MENDOZA,Las Heras,Uspallata,3810,SI,--,SI,SI,--,--,SI,SI,SI,50049110.0,-32.595534534037,-69.3582053741335
MENDOZA,Lavalle,3 de Mayo,516,--,--,--,--,--,SI,SI,--,SI,50056150.0,-32.675527945267,-68.6462113031921
MENDOZA,Lavalle,Barrio Alto del Olvido,266,--,--,--,--,--,--,--,--,--,50056010.0,-32.6727794218396,-68.5922473767644
MENDOZA,Lavalle,Barrio Jocolí II,163,--,--,--,--,--,--,--,--,--,50056020.0,-32.6740793089036,-68.6692696211749
MENDOZA,Lavalle,Barrio La Esperanza,0,--,--,--,--,--,--,--,--,--,50056040.0,-32.6735728612892,-68.3840802981371
MENDOZA,Lavalle,Barrio La Palmera,136,--,--,--,--,--,--,--,--,--,50056030.0,-32.6969328275291,-68.5506213221534
MENDOZA,Lavalle,Barrio La Pega,392,--,--,--,--,--,--,SI,--,--,50056040.0,-32.8128590043094,-68.6835373227479
MENDOZA,Lavalle,Barrio Lagunas de Bartoluzzi,290,--,--,--,--,--,--,--,--,--,50056050.0,-32.6111088672137,-68.5714746331489
MENDOZA,Lavalle,Barrio Los Jarilleros,831,--,--,--,--,--,--,--,--,--,50056060.0,-32.7153965740662,-68.6584021819475
MENDOZA,Lavalle,Barrio Los Olivos,73,SI,--,--,--,--,--,SI,--,--,50056070.0,-32.6972155730911,-68.3295580099939
MENDOZA,Lavalle,Barrio Virgen del Rosario,211,--,--,--,--,--,--,--,--,--,50056075.0,-32.7027597161508,-68.3124921903406
MENDOZA,Lavalle,Costa de Araujo,2816,--,--,--,SI,--,SI,--,SI,SI,50056080.0,-32.7568943573314,-68.4085951866641
MENDOZA,Lavalle,El Paramillo,90,--,--,--,--,--,--,--,--,--,50056090.0,-32.7813088245414,-68.5336830930131
MENDOZA,Lavalle,El Vergel,362,--,--,--,--,--,SI,--,--,--,50056100.0,-32.7623132216047,-68.6476011792189
MENDOZA,Lavalle,Ingeniero Gustavo André,288,--,--,--,--,--,SI,--,--,--,50056110.0,-32.6824002043157,-68.3268969073829
MENDOZA,Lavalle,Jocolí,684,--,--,--,--,--,SI,--,--,--,50056120.0,-32.6125410510042,-68.6790408967958
MENDOZA,Lavalle,Jocolí Viejo,422,--,--,--,--,--,SI,--,--,--,50056130.0,-32.7274623415005,-68.6602319575528
MENDOZA,Luján de Cuyo,Agrelo,2147,SI,--,--,SI,--,SI,SI,SI,SI,50063010.0,-33.1173844439975,-68.8960235351828
MENDOZA,Luján de Cuyo,Barrio Adina I Y Ii,0,--,--,--,--,--,--,--,SI,SI,50063060.0,-33.0649388173829,-68.8877014932113
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,371,--,--,--,SI,--,SI,--,--,SI,50063020.0,-33.0753282280469,-68.9250404043338
MENDOZA,Luján de Cuyo,Cacheuta,636,SI,--,--,--,--,SI,SI,SI,SI,50063030.0,-33.0367104413315,-69.1159068278817
MENDOZA,Luján de Cuyo,CARRODILLA,0,--,--,--,SI,--,SI,--,SI,SI,50063060.0,-32.9776578285745,-68.8524394649607
MENDOZA,Luján de Cuyo,CHACRAS DE CORIA,0,--,--,--,SI,--,SI,--,SI,SI,50063060.0,-32.9899032062811,-68.8913679185275
MENDOZA,Luján de Cuyo,Costa Flores,297,--,--,--,SI,--,SI,--,SI,SI,50063040.0,-33.0705184504059,-68.9343214868201
MENDOZA,Luján de Cuyo,El Carmelo,0,--,--,--,--,--,--,--,--,--,50063050.0,-32.9551111218674,-69.281192394514
MENDOZA,Luján de Cuyo,El Carrizal,344,--,--,--,--,--,SI,--,--,SI,50063050.0,-33.3037433557192,-68.7554951968491
MENDOZA,Luján de Cuyo,El Salto,297,--,--,--,--,--,SI,SI,--,--,50063060.0,-32.8994781760003,-69.3336484431929
MENDOZA,Luján de Cuyo,La Puntilla,0,--,--,--,SI,--,SI,--,--,--,50063060.0,-32.9609713860174,-68.8723323876365
MENDOZA,Luján de Cuyo,Las Carditas,0,--,--,--,--,--,--,--,--,--,50063050.0,-32.9551111218674,-69.281192394514
MENDOZA,Luján de Cuyo,Las Compuertas,827,SI,--,SI,--,--,SI,SI,--,SI,50063070.0,-33.0343953638207,-68.9757201428593
MENDOZA,Luján de Cuyo,Las Vegas,450,--,--,--,--,--,SI,SI,--,--,50063080.0,-33.0058788620171,-69.2764002200338
MENDOZA,Luján de Cuyo,Los Manantiales,0,--,--,--,--,--,--,--,SI,SI,50063050.0,-32.8990128008468,-69.3340868979844
MENDOZA,Guaymallén,PEDRO MOLINA,0,--,--,--,SI,--,--,--,SI,SI,50028030.0,-32.8749826070419,-68.8287743942338
MENDOZA,Guaymallén,Puente de Hierro,7524,SI,--,SI,--,--,SI,SI,SI,SI,50028050.0,-32.8596996528436,-68.6889630695891
MENDOZA,Guaymallén,RODEO DE LA CRUZ,0,--,--,--,SI,SI,--,--,SI,SI,50028010.0,-32.9233876380597,-68.7484037679985
MENDOZA,Guaymallén,SAN FRANCISCO DEL MONTE,0,--,--,--,SI,--,--,--,SI,SI,50028050.0,-32.9176425793206,-68.8127477726945
MENDOZA,Guaymallén,San Jose,0,--,--,--,SI,--,--,--,SI,SI,50028030.0,-32.887910080091,-68.8336077167937
MENDOZA,Guaymallén,VILLA NUEVA,0,--,--,--,--,--,--,--,SI,SI,50028030.0,-32.9010420892697,-68.8031458310547
MENDOZA,Junín,ALTO VERDE,0,--,--,--,--,--,--,--,--,--,50035050.0,-33.15452764,-68.35591009
MENDOZA,Junín,Ingeniero Giagnoni,594,SI,--,SI,SI,--,SI,SI,SI,SI,50035010.0,-33.1247748459194,-68.4208925887498
MENDOZA,Junín,Junín,6324,SI,--,SI,SI,--,SI,SI,SI,SI,50035020.0,-33.1450869905894,-68.4921156012444
MENDOZA,Junín,La Colonia,9403,--,--,--,SI,SI,SI,--,SI,SI,50035030.0,-33.0927994762934,-68.4874957269843
MENDOZA,Junín,Los Barriales,4572,SI,--,SI,--,--,SI,SI,SI,SI,50035040.0,-33.1010405156356,-68.567527971482
MENDOZA,Junín,Medrano,817,--,--,--,--,--,SI,--,--,--,50035050.0,-33.1762912284126,-68.6231695474222
MENDOZA,Junín,Phillips,894,--,--,--,--,--,SI,SI,--,--,50035060.0,-33.2032507142375,-68.3832295478144
MENDOZA,Junín,Rodríguez Peña,751,--,--,--,--,--,SI,SI,--,SI,50035070.0,-33.1211519220358,-68.6046800215005
MENDOZA,La Paz,Desaguadero,424,--,--,--,--,--,--,SI,SI,SI,50042010.0,-33.4052265769401,-67.1641664357197
MENDOZA,La Paz,La Paz,7872,SI,--,--,SI,--,--,SI,SI,SI,50042020.0,-33.4610193184125,-67.5595785270435
MENDOZA,La Paz,Villa Antigua,311,--,--,--,--,--,--,--,--,--,50042030.0,-33.4645156410531,-67.6055785043576
MENDOZA,Las Heras,Blanco Encalada,555,--,--,--,--,--,--,SI,--,--,50049010.0,-33.0355485376289,-69.0065315897085
MENDOZA,Las Heras,Capdeville,5103,--,--,--,--,--,--,--,--,SI,50049040.0,-32.7248779288865,-68.9085584856171
MENDOZA,Las Heras,El Algarrobal,0,--,--,--,SI,--,--,--,SI,SI,50049040.0,-32.8327487536079,-68.7957179005563
MENDOZA,Las Heras,El Borbollon,0,--,--,--,--,--,--,--,SI,SI,50049040.0,-32.8069208013923,-68.7772864976942
MENDOZA,Las Heras,EL CHALLAO,0,--,--,--,SI,--,--,--,--,--,50049040.0,-32.8187507127469,-68.9164320667614
MENDOZA,Las Heras,EL PLUMERILLO,0,--,--,--,SI,--,--,--,SI,SI,50049040.0,-32.8468358627701,-68.8191474531696
MENDOZA,Las Heras,EL RESGUARDO,0,--,--,--,SI,--,--,--,SI,--,50049040.0,-32.7650499892594,-68.7913047281368
MENDOZA,Las Heras,EL ZAPALLAR,0,--,--,--,SI,--,--,--,SI,SI,50049040.0,-32.8555537707294,-68.8280317752065
MENDOZA,Las Heras,Jocolí,804,--,--,--,--,--,--,SI,SI,SI,50049030.0,-32.5843190924112,-68.6808088140348
MENDOZA,Las Heras,La Cieneguita,0,--,--,--,--,--,--,--,SI,SI,50049040.0,-32.8444580470853,-68.8646206504362
MENDOZA,Las Heras,Las Cuevas,8,--,--,--,--,--,--,--,SI,SI,50049040.0,-32.8079619437825,-70.0851824266087
MENDOZA,Las Heras,Las Heras,189067,SI,SI,SI,SI,SI,SI,SI,SI,SI,50049050.0,-32.8499236875213,-68.8452567330483
MENDOZA,Las Heras,Los Penitentes,2,--,--,--,--,--,--,--,--,--,50049060.0,-32.8369504266306,-69.853921289708
NEUQUEN,Ñorquín,Caviahué,607,--,--,SI,--,SI,SI,SI,--,SI,58084010.0,-37.8741211534774,-71.0537792468958
NEUQUEN,Ñorquín,Copahue,1,--,--,--,--,--,SI,SI,--,--,58084020.0,-37.8191699254756,-71.0991107043764
NEUQUEN,Ñorquín,El Cholar,734,--,--,--,--,SI,SI,SI,--,--,58084030.0,-37.4408647694624,-70.6441818646861
NEUQUEN,Ñorquín,El Huecú,1391,--,--,--,--,SI,SI,SI,--,SI,58084040.0,-37.6415832578483,-70.5790877358744
NEUQUEN,Ñorquín,Taquimilán,558,--,--,--,--,--,SI,SI,--,--,58084050.0,-37.5169103878888,-70.2503863712688
NEUQUEN,Pehuenches,Barrancas,938,--,--,--,--,SI,SI,SI,--,--,58091010.0,-36.8247372962673,-69.9164782914754
NEUQUEN,Pehuenches,Buta Ranquil,2443,--,--,--,--,SI,--,SI,--,SI,58091020.0,-37.0507876062807,-69.873851086363
NEUQUEN,Pehuenches,Octavio Pico,113,--,--,--,--,--,--,--,--,--,58091030.0,-37.5865104880568,-68.2686075936205
NEUQUEN,Pehuenches,Rincón de los Sauces,18691,SI,SI,SI,SI,SI,SI,SI,SI,SI,58091040.0,-37.3899075901743,-68.9309943279283
NEUQUEN,Picún Leufú,El Sauce,71,--,--,--,--,--,--,--,--,--,58098005.0,-39.4750725824587,-69.5298228549207
NEUQUEN,Picún Leufú,Paso Aguerre,207,--,--,--,--,--,--,SI,--,--,58098010.0,-39.3393978445221,-69.8442147950698
NEUQUEN,Picún Leufú,Picún Leufú,3144,--,--,--,--,SI,SI,SI,--,SI,58098020.0,-39.5191361709356,-69.2962673114558
NEUQUEN,Picunches,Bajada del Agrio,792,--,--,--,--,--,--,SI,--,SI,58105010.0,-38.4079798578262,-70.0276785984599
NEUQUEN,Picunches,La Buitrera,432,--,--,--,--,SI,--,--,--,--,58105020.0,-38.5574702395959,-70.3665560313021
NEUQUEN,Picunches,Las Lajas,4464,--,--,SI,--,SI,--,SI,--,SI,58105030.0,-38.5292612011937,-70.3689502898328
NEUQUEN,Picunches,Quili Malal,23,--,--,--,--,--,--,--,--,--,58105040.0,-38.3213178634179,-69.8143687558623
NEUQUEN,Zapala,Covunco Centro,0,--,--,--,--,--,--,--,--,SI,58112030.0,-38.7532470280083,-70.0275921805241
MENDOZA,Maipú,Fray Luis Beltrán,4735,SI,SI,SI,SI,--,SI,SI,SI,SI,50070050.0,-33.0049403047291,-68.6612377129718
MENDOZA,Maipú,GENERAL GUTIERREZ,0,--,--,--,SI,--,--,--,SI,SI,50070040.0,-32.9797721809011,-68.769429675373
MENDOZA,Maipú,LUZURIAGA,0,--,--,--,SI,--,--,--,SI,SI,50070090.0,-32.9500582112409,-68.8034450473205
MENDOZA,Maipú,Maipú,106662,SI,SI,SI,SI,--,SI,SI,SI,SI,50070060.0,-32.9394310178507,-68.8068438760291
MENDOZA,Maipú,Rodeo del Medio,12327,SI,--,SI,SI,--,SI,SI,SI,SI,50070070.0,-32.9880056754694,-68.7010652608485
MENDOZA,Maipú,Russell,1416,SI,--,SI,SI,--,--,SI,SI,SI,50070080.0,-33.0046770772729,-68.8012715093769
MENDOZA,Maipú,San Roque,5093,SI,--,SI,SI,--,SI,SI,SI,SI,50070090.0,-33.0285638174611,-68.5981475648442
MENDOZA,Maipú,Villa Teresa,316,--,--,--,--,--,SI,--,--,--,50070100.0,-33.0183178912335,-68.6288154157882
MENDOZA,Malargüe,Agua Escondida,443,--,--,--,--,SI,--,--,SI,SI,50077010.0,-36.1532390359812,-68.3048428543176
MENDOZA,Malargüe,Bardas Blancas,0,--,--,--,--,--,--,SI,--,SI,50077010.0,-35.870882529299,-69.8066780720987
MENDOZA,Malargüe,Las Leñas,9,--,--,--,SI,--,--,SI,SI,SI,50077030.0,-35.1539650781638,-70.0817910991633
NEUQUEN,Zapala,Los Catutos,229,--,--,--,--,--,SI,--,--,--,58112010.0,-38.8384807985925,-70.1962106815081
NEUQUEN,Zapala,Mariano Moreno,2660,SI,--,SI,--,SI,SI,SI,--,--,58112020.0,-38.7642591265553,-70.0386669795207
NEUQUEN,Zapala,Ramon M. Castro,125,--,--,--,--,--,--,--,--,SI,58112030.0,-38.865500620555,-69.750265287383
NEUQUEN,Zapala,Zapala,32097,SI,--,SI,SI,SI,SI,SI,SI,SI,58112040.0,-38.8961687323721,-70.0668545323772
MENDOZA,San Carlos,Barrio Carrasco,135,--,--,--,--,--,--,--,--,--,50091005.0,-33.8321066130502,-69.0490032074462
MENDOZA,San Carlos,Barrio El Cepillo,109,--,--,--,--,--,SI,--,--,--,50091010.0,-33.8386533809471,-69.1303497215532
MENDOZA,San Carlos,Chilecito,1033,--,--,--,--,--,SI,--,SI,SI,50091020.0,-33.8934020968296,-69.0804633582269
MENDOZA,San Carlos,Eugenio Bustos,5591,SI,--,--,--,--,SI,SI,SI,SI,50091030.0,-33.7850224488548,-69.0729045258216
MENDOZA,San Carlos,La Consulta,8241,SI,--,--,--,SI,SI,SI,SI,SI,50091040.0,-33.7386757381913,-69.1281255649691
MENDOZA,San Carlos,Pareditas,1021,--,--,--,SI,--,SI,SI,SI,SI,50091050.0,-33.9452563037172,-69.0824859034273
MENDOZA,San Carlos,San Carlos,3886,--,SI,--,--,--,SI,--,SI,SI,50091060.0,-33.7744494556708,-69.0490909178745
MENDOZA,San Martín,Alto Salvador,0,--,--,--,SI,--,SI,--,--,--,50098090.0,-33.0359716817131,-68.4708407197208
MENDOZA,San Martín,Alto Verde,1627,--,--,--,SI,--,SI,--,--,--,50098020.0,-33.1195037386563,-68.4180218961221
MENDOZA,San Martín,Barrio Chivilcoy,403,--,--,--,--,--,--,--,--,--,50098030.0,-33.0411467362082,-68.3541527366296
MENDOZA,San Martín,Barrio Emanuel,75,--,--,--,--,--,--,--,--,--,50098040.0,-32.8468555962866,-68.4100199226668
MENDOZA,San Martín,Barrio La Estación,111,--,--,--,--,--,--,--,--,--,50098045.0,-33.155290161095,-68.3543621643557
MENDOZA,San Martín,Barrio Los Charabones,227,--,--,--,--,--,--,--,--,--,50098050.0,-32.9785115683367,-68.3051018239824
MENDOZA,San Martín,Barrio Ntra. Sra. De Fátima,203,--,--,--,--,--,--,--,SI,--,50098055.0,-33.1309714824444,-68.351277983232
MENDOZA,San Martín,Chapanay,1486,--,--,SI,SI,--,SI,SI,SI,SI,50098060.0,-32.9801177295667,-68.4765253845307
MENDOZA,San Martín,Chivilcoy,550,--,--,--,--,--,--,--,--,--,50098070.0,-33.038335582925,-68.4594029398778
MENDOZA,San Martín,El Espino,376,--,--,--,--,--,SI,--,--,--,50098073.0,-33.077333062302,-68.3982838200909
MENDOZA,San Martín,El Ramblón,159,--,--,--,--,--,SI,--,--,--,50098077.0,-33.1617709736953,-68.2954844260235
MENDOZA,San Martín,Montecaseros,1106,--,--,--,--,--,SI,SI,SI,SI,50098080.0,-33.0109966347898,-68.3936801268915
MENDOZA,San Martín,Nueva California,208,--,--,--,--,--,SI,--,--,--,50098090.0,-32.7450606095364,-68.335450804198
MENDOZA,Tupungato,El Zampal,177,--,--,--,--,--,--,--,--,SI,50126035.0,-33.3989500475535,-69.1057367245591
MENDOZA,San Rafael,Villa Atuel Norte,271,--,--,--,--,--,--,SI,SI,SI,50105240.0,-34.7605998347692,-68.0374059028043
MENDOZA,Santa Rosa,Barrio 12 de Octubre,177,--,--,--,SI,--,--,--,--,SI,50112010.0,-33.1912015360595,-68.2809624398751
MENDOZA,Santa Rosa,Barrio María Auxiliadora,94,--,--,--,--,--,--,--,SI,SI,50112020.0,-33.2425136237648,-68.1826758332982
MENDOZA,Santa Rosa,Barrio Molina Cabrera,239,--,--,--,--,--,--,--,--,--,50112030.0,-33.1297119555186,-68.2037878560507
MENDOZA,Santa Rosa,La Dormida,2270,--,--,--,SI,--,SI,SI,SI,SI,50112040.0,-33.3499243562079,-67.9160460628593
MENDOZA,Santa Rosa,Las Catitas,3621,--,--,--,--,--,SI,SI,SI,SI,50112050.0,-33.3001058785583,-68.0532182373693
MENDOZA,Santa Rosa,Santa Rosa,2509,--,--,--,SI,--,SI,SI,--,--,50112060.0,-33.2544227888887,-68.1567438797332
MENDOZA,Tunuyán,Barrio San Cayetano,161,--,--,--,--,--,--,--,--,--,50119010.0,-33.6339135898779,-69.1879023870713
MENDOZA,Tunuyán,Campo Los Andes,538,--,SI,--,--,--,--,--,--,--,50119020.0,-33.707078744557,-69.1826331369796
MENDOZA,Tunuyán,Colonia Las Rosas,2169,--,--,--,--,--,SI,SI,SI,SI,50119030.0,-33.6129364669522,-69.1126485401013
MENDOZA,Tunuyán,El Manzano,26,--,--,--,--,--,--,--,SI,SI,50119040.0,-33.6005741925646,-69.3350878551815
MENDOZA,Tunuyán,Los Sauces,661,--,SI,--,SI,--,--,SI,SI,SI,50119050.0,-33.5952101670008,-69.1840214848841
MENDOZA,Tunuyán,Tunuyán,28859,SI,SI,SI,SI,--,SI,SI,SI,SI,50119060.0,-33.5775549686559,-69.0253759357637
MENDOZA,Tunuyán,Vista Flores,4358,--,--,--,--,--,SI,SI,SI,SI,50119070.0,-33.651355463945,-69.1646922660824
MENDOZA,Tupungato,Barrio Belgrano Norte,1392,--,--,--,--,--,--,--,--,--,50126010.0,-33.3301032817585,-69.1359513617454
MENDOZA,Tupungato,Cordón del Plata,1713,--,--,--,--,--,SI,SI,SI,SI,50126020.0,-33.4689491349532,-69.1399451802858
MENDOZA,Tupungato,El Peral,541,--,--,--,--,--,--,--,--,--,50126030.0,-33.3706550679362,-69.1923487111206
SAN JUAN,Angaco,Villa El Salvador - Villa Sefair,4472,--,--,--,--,--,SI,--,--,--,70014020.0,-31.4454020414681,-68.417640160613
SAN JUAN,Angaco,Villa Sefair (Talacasto),0,--,--,--,--,--,--,--,--,--,70014010.0,-31.4439397880938,-68.4217688171581
SAN JUAN,Zonda,Villa Tacu,0,--,--,--,--,--,--,--,--,--,70133010.0,-31.5293321449519,-68.7253410683189
MENDOZA,Lavalle,Las Violetas,87,--,--,--,--,--,--,--,--,--,50056140.0,-32.8208151905733,-68.6164140763718
MENDOZA,Lavalle,Villa Tulumaya,7870,--,--,--,SI,--,SI,--,SI,SI,50056160.0,-32.7196142429269,-68.6030438537926
CATAMARCA,El Alto,Vilismán,112,--,--,--,--,--,--,--,--,SI,10056060.0,-28.5021133153073,-65.4385489995235
CATAMARCA,Fray Mamerto Esquiú,La Carrera,0,--,--,--,--,SI,--,--,--,--,10063050.0,-28.3495576813874,-65.7091195877043
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,0,--,--,--,--,--,SI,--,--,--,10063050.0,-28.4198487342191,-65.6988377960377
CATAMARCA,Fray Mamerto Esquiú,Collagasta,373,--,--,--,--,--,--,--,--,--,10063010.0,-28.3616776397898,-65.7282690165025
CATAMARCA,Fray Mamerto Esquiú,El Hueco,0,--,--,--,SI,--,--,--,SI,--,10063050.0,-28.4127884506849,-65.7175369854892
CATAMARCA,Fray Mamerto Esquiú,La Tercena,0,--,--,--,--,--,SI,--,SI,--,10063050.0,-28.3734473479931,-65.7081292515981
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Este,247,--,--,--,--,--,--,SI,--,--,10063020.0,-28.3087173740113,-65.7222098439933
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Oeste,254,--,--,--,--,--,--,--,--,--,10063030.0,-28.3178432457188,-65.7423447192215
CATAMARCA,Fray Mamerto Esquiú,San Antonio,0,--,--,--,SI,--,--,--,SI,SI,10063050.0,-28.4237766788262,-65.7062134320732
CATAMARCA,Paclín,La Viña,129,--,--,--,--,--,SI,--,--,--,10077060.0,-28.044445782746,-65.6079383578395
CATAMARCA,Paclín,Las Lajas,136,--,--,--,--,SI,--,--,--,--,10077070.0,-27.826913357423,-65.7401079267206
CATAMARCA,Paclín,Monte Potrero,186,--,--,--,--,--,--,--,SI,SI,10077080.0,-28.19124607288,-65.670675013192
CATAMARCA,Tinogasta,Fiambalá,4693,--,--,--,SI,SI,SI,SI,SI,SI,10105110.0,-27.69316213413,-67.608574901701
CATAMARCA,Tinogasta,La Puntilla,0,--,--,--,--,--,--,--,--,--,10105150.0,-28.1243914662106,-67.4981013989976
CATAMARCA,Tinogasta,La Ramadita,0,--,--,--,--,--,--,--,--,--,10105080.0,-27.6442427673373,-67.6139458012753
CATAMARCA,Tinogasta,Los Balverdis,6,--,--,--,--,--,--,--,--,--,10105120.0,-28.2769854029709,-67.1074444099184
CATAMARCA,Tinogasta,Medanitos,999,--,--,--,--,--,--,--,--,SI,10105130.0,-27.5239130706008,-67.5891477326484
